|||||||||||||
Nivel|Agrupador|Apl|MP|MS|ID_Gasto|Descripcion Gasto|Nombre de la cuenta y/o subcuenta Forseti|Nombre de la cuenta y/o subcuenta SAT|Cuenta Forseti|Nat|Acum|Enl|Var
2|602.01|1|N|G|X|X|Sueldos y salarios|Sueldos y salarios|6020010000000000000|D|0|X|X
2|602.02|1|N|G|X|X|Compensaciones|Compensaciones|6020020000000000000|D|0|X|X
2|602.03|1|N|G|X|X|Tiempos extras|Tiempos extras|6020030000000000000|D|0|X|X
2|602.04|1|N|G|X|X|Premios de asistencia|Premios de asistencia|6020040000000000000|D|0|X|X
2|602.05|1|N|G|X|X|Premios de puntualidad|Premios de puntualidad|6020050000000000000|D|0|X|X
2|602.06|1|N|G|X|X|Vacaciones|Vacaciones|6020060000000000000|D|0|X|X
2|602.07|1|N|G|X|X|Prima vacacional|Prima vacacional|6020070000000000000|D|0|X|X
2|602.08|1|N|G|X|X|Prima dominical|Prima dominical|6020080000000000000|D|0|X|X
2|602.09|1|N|G|X|X|Días festivos|Días festivos|6020090000000000000|D|0|X|X
2|602.1|1|N|G|X|X|Gratificaciones|Gratificaciones|6020100000000000000|D|0|X|X
2|602.11|1|N|G|X|X|Primas de antigüedad|Primas de antigüedad|6020110000000000000|D|0|X|X
2|602.12|1|N|G|X|X|Aguinaldo|Aguinaldo|6020120000000000000|D|0|X|X
2|602.13|1|N|G|X|X|Indemnizaciones|Indemnizaciones|6020130000000000000|D|0|X|X
2|602.14|1|N|G|X|X|Destajo|Destajo|6020140000000000000|D|0|X|X
2|602.15|1|N|G|X|X|Despensa|Despensa|6020150000000000000|D|0|X|X
2|602.16|1|N|G|X|X|Transporte|Transporte|6020160000000000000|D|0|X|X
2|602.17|1|N|G|X|X|Servicio médico|Servicio médico|6020170000000000000|D|0|X|X
2|602.18|1|N|G|X|X|Ayuda en gastos funerarios|Ayuda en gastos funerarios|6020180000000000000|D|0|X|X
2|602.19|1|N|G|X|X|Fondo de ahorro|Fondo de ahorro|6020190000000000000|D|0|X|X
2|602.2|1|N|G|X|X|Cuotas sindicales|Cuotas sindicales|6020200000000000000|D|0|X|X
2|602.21|1|N|G|X|X|PTU|PTU|6020210000000000000|D|0|X|X
2|602.22|1|N|G|X|X|Estímulo al personal|Estímulo al personal|6020220000000000000|D|0|X|X
2|602.23|1|N|G|X|X|Previsión social|Previsión social|6020230000000000000|D|0|X|X
2|602.24|1|N|G|X|X|Aportaciones para el plan de jubilación|Aportaciones para el plan de jubilación|6020240000000000000|D|0|X|X
2|602.25|1|N|G|X|X|Otras prestaciones al personal|Otras prestaciones al personal|6020250000000000000|D|0|X|X
2|602.26|1|N|G|X|X|Cuotas al IMSS|Cuotas al IMSS|6020260000000000000|D|0|X|X
2|602.27|1|N|G|X|X|Aportaciones al infonavit|Aportaciones al infonavit|6020270000000000000|D|0|X|X
2|602.28|1|N|G|X|X|Aportaciones al SAR|Aportaciones al SAR|6020280000000000000|D|0|X|X
2|602.29|1|N|G|X|X|Impuesto estatal sobre nóminas|Impuesto estatal sobre nóminas|6020290000000000000|D|0|X|X
2|602.3|1|N|G|X|X|Otras aportaciones|Otras aportaciones|6020300000000000000|D|0|X|X
2|602.31|1|N|G|X|X|Asimilados a salarios|Asimilados a salarios|6020310000000000000|D|0|X|X
2|602.32|1|G|G|SERV-ADMIN:1:0:0:0:100|Servicios administrativos|Servicios administrativos|Servicios administrativos|6020320000000000000|D|0|X|X
2|602.33|0|G|G|X|X|Servicios administrativos partes relacionadas|Servicios administrativos partes relacionadas|6020330000000000000|D|0|X|X
2|602.34|1|G|G|HONORARIO-PF:1:0:10.666667:10:100|Honorarios a personas físicas|Honorarios a personas físicas|Honorarios a personas físicas residentes nacionales|6020340000000000000|D|0|X|X
2|602.35|0|G|G|X|X|Honorarios a personas físicas residentes nacionales partes relacionadas|Honorarios a personas físicas residentes nacionales partes relacionadas|6020350000000000000|D|0|X|X
2|602.36|0|G|G|X|X|Honorarios a personas físicas residentes del extranjero|Honorarios a personas físicas residentes del extranjero|6020360000000000000|D|0|X|X
2|602.37|0|G|G|X|X|Honorarios a personas físicas residentes del extranjero partes relacionadas|Honorarios a personas físicas residentes del extranjero partes relacionadas|6020370000000000000|D|0|X|X
2|602.38|1|G|G|HONORARIO-PM:1:0:10.666667:10:100|Honorarios a personas morales|Honorarios a personas morales|Honorarios a personas morales residentes nacionales|6020380000000000000|D|0|X|X
2|602.39|0|G|G|X|X|Honorarios a personas morales residentes nacionales partes relacionadas|Honorarios a personas morales residentes nacionales partes relacionadas|6020390000000000000|D|0|X|X
2|602.4|0|G|G|X|X|Honorarios a personas morales residentes del extranjero|Honorarios a personas morales residentes del extranjero|6020400000000000000|D|0|X|X
2|602.41|0|G|G|X|X|Honorarios a personas morales residentes del extranjero partes relacionadas|Honorarios a personas morales residentes del extranjero partes relacionadas|6020410000000000000|D|0|X|X
2|602.42|1|G|G|HONORARIO-AD-PF:1:0:10.666667:10:100|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|6020420000000000000|D|0|X|X
2|602.43|1|G|G|HONORARIO-AD-PM:1:0:10.666667:10:100|Honorarios aduanales personas morales|Honorarios aduanales personas morales|Honorarios aduanales personas morales|6020430000000000000|D|0|X|X
2|602.44|1|G|G|HONORARIO-CA:1:0:10.666667:10:100|Honorarios al consejo de administración|Honorarios al consejo de administración|Honorarios al consejo de administración|6020440000000000000|D|0|X|X
2|602.45|1|G|G|RENTA-PF:1:0:10.666667:10:100|Arrendamiento a personas físicas|Arrendamiento a personas físicas|Arrendamiento a personas físicas residentes nacionales|6020450000000000000|D|0|X|X
2|602.46|1|G|G|RENTA-PM:1:0:10.666667:10:100|Arrendamiento a personas morales|Arrendamiento a personas morales|Arrendamiento a personas morales residentes nacionales|6020460000000000000|D|0|X|X
2|602.47|1|G|G|RENTA-EXT:1:0:10.666667:10:100|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|6020470000000000000|D|0|X|X
2|602.48|1|G|G|COMBUSTIBLE:1:3.3230:0:0:100|Combustibles y lubricantes|Combustibles y lubricantes|Combustibles y lubricantes|6020480000000000000|D|0|X|X
2|602.49|1|G|G|VIATICO:1:0:0:0:100|Viáticos y gastos de viaje|Viáticos y gastos de viaje|Viáticos y gastos de viaje|6020490000000000000|D|0|X|X
2|602.5|1|G|G|TELEFONO:1:2.20044:0:0:100|Teléfono, internet|Teléfono, internet|Teléfono, internet|6020500000000000000|D|0|X|X
2|602.51|1|G|G|AGUA:1:0:0:0:100|Agua|Agua|Agua|6020510000000000000|D|0|X|X
2|602.52|1|G|G|LUZ:1:0:0:0:100|Energía eléctrica|Energía eléctrica|Energía eléctrica|6020520000000000000|D|0|X|X
2|602.53|1|G|G|VIGILANCIA:1:0:0:0:100|Vigilancia y seguridad|Vigilancia y seguridad|Vigilancia y seguridad|6020530000000000000|D|0|X|X
2|602.54|1|G|G|LIMPIEZA:1:0:0:0:100|Limpieza|Limpieza|Limpieza|6020540000000000000|D|0|X|X
2|602.55|1|G|G|ART-PAPELERIA:1:0:0:0:100|Papelería y artículos de oficina|Papelería y artículos de oficina|Papelería y artículos de oficina|6020550000000000000|D|0|X|X
2|602.56|1|G|G|MANTENIMIENTO:1:0:0:0:100|Mantenimiento y conservación|Mantenimiento y conservación|Mantenimiento y conservación|6020560000000000000|D|0|X|X
2|602.57|1|G|G|SEGURO:1:0:0:0:100|Seguros y fianzas|Seguros y fianzas|Seguros y fianzas|6020570000000000000|D|0|X|X
2|602.58|1|G|G|DERECHO:1:0:0:0:100|Otros impuestos y derechos|Otros impuestos y derechos|Otros impuestos y derechos|6020580000000000000|D|0|X|X
2|602.59|1|G|G|RECARGO:1:0:0:0:100|Recargos fiscales|Recargos fiscales|Recargos fiscales|6020590000000000000|D|0|X|X
2|602.6|1|G|G|SUSCRIPCION:1:0:0:0:100|Cuotas y suscripciones|Cuotas y suscripciones|Cuotas y suscripciones|6020600000000000000|D|0|X|X
2|602.61|1|G|G|PUBLICIDAD:1:0:0:0:100|Propaganda y publicidad|Propaganda y publicidad|Propaganda y publicidad|6020610000000000000|D|0|X|X
2|602.62|1|G|G|CAPACITACION:1:0:0:0:100|Capacitación al personal|Capacitación al personal|Capacitación al personal|6020620000000000000|D|0|X|X
2|602.63|1|G|G|DONACION:0:0:0:0:100|Donativos y ayudas|Donativos y ayudas|Donativos y ayudas|6020630000000000000|D|0|X|X
2|602.64|1|G|G|ASISTENCIA:1:0:0:0:100|Asistencia técnica|Asistencia técnica|Asistencia técnica|6020640000000000000|D|0|X|X
2|602.65|1|G|G|REGALIA:1:0:0:0:100|Regalías|Regalías|Regalías sujetas a otros porcentajes|6020650000000000000|D|0|X|X
2|602.66|0|G|G|X|X|Regalías sujetas al 5%|Regalías sujetas al 5%|6020660000000000000|D|0|X|X
2|602.67|0|G|G|X|X|Regalías sujetas al 10%|Regalías sujetas al 10%|6020670000000000000|D|0|X|X
2|602.68|0|G|G|X|X|Regalías sujetas al 15%|Regalías sujetas al 15%|6020680000000000000|D|0|X|X
2|602.69|0|G|G|X|X|Regalías sujetas al 25%|Regalías sujetas al 25%|6020690000000000000|D|0|X|X
2|602.7|0|G|G|X|X|Regalías sujetas al 30%|Regalías sujetas al 30%|6020700000000000000|D|0|X|X
2|602.71|0|G|G|X|X|Regalías sin retención|Regalías sin retención|6020710000000000000|D|0|X|X
2|602.72|1|G|G|FLETE:1:0:4:0:100|Fletes y acarreos|Fletes y acarreos|Fletes y acarreos|6020720000000000000|D|0|X|X
2|602.73|1|G|G|G-IMPORTACION:1:0:0:0:100|Gastos de importación|Gastos de importación|Gastos de importación|6020730000000000000|D|0|X|X
2|602.74|1|G|G|COMISION-VEN:1:0:0:0:100|Comisiones sobre ventas|Comisiones sobre ventas|Comisiones sobre ventas|6020740000000000000|D|0|X|X
2|602.75|1|G|G|COMISION-TC:1:0:0:0:100|Comisiones por tarjetas de crédito|Comisiones por tarjetas de crédito|Comisiones por tarjetas de crédito|6020750000000000000|D|0|X|X
2|602.76|1|G|G|PATENTE:1:0:0:0:100|Patentes y marcas|Patentes y marcas|Patentes y marcas|6020760000000000000|D|0|X|X
2|602.77|1|G|G|UNIFORME:1:0:0:0:100|Uniformes|Uniformes|Uniformes|6020770000000000000|D|0|X|X
2|602.78|1|G|G|PREDIAL:1:0:0:0:100|Prediales|Prediales|Prediales|6020780000000000000|D|0|X|X
2|602.79|1|G|G|URBANIZACION:1:0:0:0:100|Gastos de urbanización|Gastos de urbanización|Gastos de venta de urbanización|6020790000000000000|D|0|X|X
2|602.8|1|G|G|CONSTRUCCION:1:0:0:0:100|Gastos de construcción|Gastos de construcción|Gastos de venta de construcción|6020800000000000000|D|0|X|X
2|602.81|1|G|G|FLETE-EXT:1:0:0:0:100|Fletes del extranjero|Fletes del extranjero|Fletes del extranjero|6020810000000000000|D|0|X|X
2|602.82|1|G|G|BIEN-AGROPECUARIO:1:0:0:0:100|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|6020820000000000000|D|0|X|X
2|602.83|1|G|G|X|X|Gastos no deducibles (sin requisitos fiscales)|Gastos no deducibles (sin requisitos fiscales)|6020830000000000000|D|0|X|X
2|602.84|1|G|G|COMIDA:1:0:0:0:8.5;G-OTRO:1:0:0:0:100|Comida de trabajo;Otro gasto|Otros gastos|Otros gastos de venta|6020840000000000000|D|0|X|X
1|603|1|G|G|X|X|Gastos de administración|Gastos de administración|6030000000000000000|D|1|X|X
2|603.01|1|N|G|X|X|Sueldos y salarios|Sueldos y salarios|6030010000000000000|D|0|X|X
2|603.02|1|N|G|X|X|Compensaciones|Compensaciones|6030020000000000000|D|0|X|X
2|603.03|1|N|G|X|X|Tiempos extras|Tiempos extras|6030030000000000000|D|0|X|X
2|603.04|1|N|G|X|X|Premios de asistencia|Premios de asistencia|6030040000000000000|D|0|X|X
2|603.05|1|N|G|X|X|Premios de puntualidad|Premios de puntualidad|6030050000000000000|D|0|X|X
2|603.06|1|N|G|X|X|Vacaciones|Vacaciones|6030060000000000000|D|0|X|X
2|603.07|1|N|G|X|X|Prima vacacional|Prima vacacional|6030070000000000000|D|0|X|X
2|603.08|1|N|G|X|X|Prima dominical|Prima dominical|6030080000000000000|D|0|X|X
2|603.09|1|N|G|X|X|Días festivos|Días festivos|6030090000000000000|D|0|X|X
2|603.1|1|N|G|X|X|Gratificaciones|Gratificaciones|6030100000000000000|D|0|X|X
2|603.11|1|N|G|X|X|Primas de antigüedad|Primas de antigüedad|6030110000000000000|D|0|X|X
2|603.12|1|N|G|X|X|Aguinaldo|Aguinaldo|6030120000000000000|D|0|X|X
2|603.13|1|N|G|X|X|Indemnizaciones|Indemnizaciones|6030130000000000000|D|0|X|X
2|603.14|1|N|G|X|X|Destajo|Destajo|6030140000000000000|D|0|X|X
2|603.15|1|N|G|X|X|Despensa|Despensa|6030150000000000000|D|0|X|X
2|603.16|1|N|G|X|X|Transporte|Transporte|6030160000000000000|D|0|X|X
2|603.17|1|N|G|X|X|Servicio médico|Servicio médico|6030170000000000000|D|0|X|X
2|603.18|1|N|G|X|X|Ayuda en gastos funerarios|Ayuda en gastos funerarios|6030180000000000000|D|0|X|X
2|603.19|1|N|G|X|X|Fondo de ahorro|Fondo de ahorro|6030190000000000000|D|0|X|X
2|603.2|1|N|G|X|X|Cuotas sindicales|Cuotas sindicales|6030200000000000000|D|0|X|X
2|603.21|1|N|G|X|X|PTU|PTU|6030210000000000000|D|0|X|X
2|603.22|1|N|G|X|X|Estímulo al personal|Estímulo al personal|6030220000000000000|D|0|X|X
2|603.23|1|N|G|X|X|Previsión social|Previsión social|6030230000000000000|D|0|X|X
2|603.24|1|N|G|X|X|Aportaciones para el plan de jubilación|Aportaciones para el plan de jubilación|6030240000000000000|D|0|X|X
2|603.25|1|N|G|X|X|Otras prestaciones al personal|Otras prestaciones al personal|6030250000000000000|D|0|X|X
2|603.26|1|N|G|X|X|Cuotas al IMSS|Cuotas al IMSS|6030260000000000000|D|0|X|X
2|603.27|1|N|G|X|X|Aportaciones al infonavit|Aportaciones al infonavit|6030270000000000000|D|0|X|X
2|603.28|1|N|G|X|X|Aportaciones al SAR|Aportaciones al SAR|6030280000000000000|D|0|X|X
2|603.29|1|N|G|X|X|Impuesto estatal sobre nóminas|Impuesto estatal sobre nóminas|6030290000000000000|D|0|X|X
2|603.3|1|N|G|X|X|Otras aportaciones|Otras aportaciones|6030300000000000000|D|0|X|X
2|603.31|1|N|G|X|X|Asimilados a salarios|Asimilados a salarios|6030310000000000000|D|0|X|X
2|603.32|1|N|G|SERV-ADMIN:1:0:0:0:100|Servicios administrativos|Servicios administrativos|Servicios administrativos|6030320000000000000|D|0|X|X
2|603.33|1|N|G|X|X|Servicios administrativos partes relacionadas|Servicios administrativos partes relacionadas|6030330000000000000|D|0|X|X
2|603.34|1|G|G|HONORARIO-PF:1:0:10.666667:10:100|Honorarios a personas físicas|Honorarios a personas físicas|Honorarios a personas físicas residentes nacionales|6030340000000000000|D|0|X|X
2|603.35|0|G|G|X|X|Honorarios a personas físicas residentes nacionales partes relacionadas|Honorarios a personas físicas residentes nacionales partes relacionadas|6030350000000000000|D|0|X|X
2|603.36|0|G|G|X|X|Honorarios a personas físicas residentes del extranjero|Honorarios a personas físicas residentes del extranjero|6030360000000000000|D|0|X|X
2|603.37|0|G|G|X|X|Honorarios a personas físicas residentes del extranjero partes relacionadas|Honorarios a personas físicas residentes del extranjero partes relacionadas|6030370000000000000|D|0|X|X
2|603.38|1|G|G|HONORARIO-PM:1:0:10.666667:10:100|Honorarios a personas morales|Honorarios a personas morales|Honorarios a personas morales residentes nacionales|6030380000000000000|D|0|X|X
2|603.39|0|G|G|X|X|Honorarios a personas morales residentes nacionales partes relacionadas|Honorarios a personas morales residentes nacionales partes relacionadas|6030390000000000000|D|0|X|X
2|603.4|0|G|G|X|X|Honorarios a personas morales residentes del extranjero|Honorarios a personas morales residentes del extranjero|6030400000000000000|D|0|X|X
2|603.41|0|G|G|X|X|Honorarios a personas morales residentes del extranjero partes relacionadas|Honorarios a personas morales residentes del extranjero partes relacionadas|6030410000000000000|D|0|X|X
2|603.42|1|G|G|HONORARIO-AD-PF:1:0:10.666667:10:100|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|Honorarios aduanales personas físicas|6030420000000000000|D|0|X|X
2|603.43|1|G|G|HONORARIO-AD-PM:1:0:10.666667:10:100|Honorarios aduanales personas morales|Honorarios aduanales personas morales|Honorarios aduanales personas morales|6030430000000000000|D|0|X|X
2|603.44|1|G|G|HONORARIO-CA:1:0:10.666667:10:100|Honorarios al consejo de administración|Honorarios al consejo de administración|Honorarios al consejo de administración|6030440000000000000|D|0|X|X
2|603.45|1|G|G|RENTA-PF:1:0:10.666667:10:100|Arrendamiento a personas físicas|Arrendamiento a personas físicas|Arrendamiento a personas físicas residentes nacionales|6030450000000000000|D|0|X|X
2|603.46|1|G|G|RENTA-PM:1:0:10.666667:10:100|Arrendamiento a personas morales|Arrendamiento a personas morales|Arrendamiento a personas morales residentes nacionales|6030460000000000000|D|0|X|X
2|603.47|1|G|G|RENTA-EXT:1:0:10.666667:10:100|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|Arrendamiento a residentes del extranjero|6030470000000000000|D|0|X|X
2|603.48|1|G|G|COMBUSTIBLE:1:3.3230:0:0:100|Combustibles y lubricantes|Combustibles y lubricantes|Combustibles y lubricantes|6030480000000000000|D|0|X|X
2|603.49|1|G|G|VIATICO:1:0:0:0:100|Viáticos y gastos de viaje|Viáticos y gastos de viaje|Viáticos y gastos de viaje|6030490000000000000|D|0|X|X
2|603.5|1|G|G|TELEFONO:1:2.20044:0:0:100|Teléfono, internet|Teléfono, internet|Teléfono, internet|6030500000000000000|D|0|X|X
2|603.51|1|G|G|AGUA:1:0:0:0:100|Agua|Agua|Agua|6030510000000000000|D|0|X|X
2|603.52|1|G|G|LUZ:1:0:0:0:100|Energía eléctrica|Energía eléctrica|Energía eléctrica|6030520000000000000|D|0|X|X
2|603.53|1|G|G|VIGILANCIA:1:0:0:0:100|Vigilancia y seguridad|Vigilancia y seguridad|Vigilancia y seguridad|6030530000000000000|D|0|X|X
2|603.54|1|G|G|LIMPIEZA:1:0:0:0:100|Limpieza|Limpieza|Limpieza|6030540000000000000|D|0|X|X
2|603.55|1|G|G|ART-PAPELERIA:1:0:0:0:100|Papelería y artículos de oficina|Papelería y artículos de oficina|Papelería y artículos de oficina|6030550000000000000|D|0|X|X
2|603.56|1|G|G|MANTENIMIENTO:1:0:0:0:100|Mantenimiento y conservación|Mantenimiento y conservación|Mantenimiento y conservación|6030560000000000000|D|0|X|X
2|603.57|1|G|G|SEGURO:1:0:0:0:100|Seguros y fianzas|Seguros y fianzas|Seguros y fianzas|6030570000000000000|D|0|X|X
2|603.58|1|G|G|DERECHO:1:0:0:0:100|Otros impuestos y derechos|Otros impuestos y derechos|Otros impuestos y derechos|6030580000000000000|D|0|X|X
2|603.59|1|G|G|RECARGO:1:0:0:0:100|Recargos fiscales|Recargos fiscales|Recargos fiscales|6030590000000000000|D|0|X|X
2|603.6|1|G|G|SUSCRIPCION:1:0:0:0:100|Cuotas y suscripciones|Cuotas y suscripciones|Cuotas y suscripciones|6030600000000000000|D|0|X|X
2|603.61|1|G|G|PUBLICIDAD:1:0:0:0:100|Propaganda y publicidad|Propaganda y publicidad|Propaganda y publicidad|6030610000000000000|D|0|X|X
2|603.62|1|G|G|CAPACITACION:1:0:0:0:100|Capacitación al personal|Capacitación al personal|Capacitación al personal|6030620000000000000|D|0|X|X
2|603.63|1|G|G|DONACION:0:0:0:0:100|Donativos y ayudas|Donativos y ayudas|Donativos y ayudas|6030630000000000000|D|0|X|X
2|603.64|1|G|G|ASISTENCIA:1:0:0:0:100|Asistencia técnica|Asistencia técnica|Asistencia técnica|6030640000000000000|D|0|X|X
2|603.65|1|G|G|REGALIA:1:0:0:0:100|Regalías|Regalías|Regalías sujetas a otros porcentajes|6030650000000000000|D|0|X|X
2|603.66|0|G|G|X|X|Regalías sujetas al 5%|Regalías sujetas al 5%|6030660000000000000|D|0|X|X
2|603.67|0|G|G|X|X|Regalías sujetas al 10%|Regalías sujetas al 10%|6030670000000000000|D|0|X|X
2|603.68|0|G|G|X|X|Regalías sujetas al 15%|Regalías sujetas al 15%|6030680000000000000|D|0|X|X
2|603.69|0|G|G|X|X|Regalías sujetas al 25%|Regalías sujetas al 25%|6030690000000000000|D|0|X|X
2|603.7|0|G|G|X|X|Regalías sujetas al 30%|Regalías sujetas al 30%|6030700000000000000|D|0|X|X
2|603.71|0|G|G|X|X|Regalías sin retención|Regalías sin retención|6030710000000000000|D|0|X|X
2|603.72|1|G|G|FLETE:1:0:4:0:100|Fletes y acarreos|Fletes y acarreos|Fletes y acarreos|6030720000000000000|D|0|X|X
2|603.73|1|G|G|G-IMPORTACION:1:0:0:0:100|Gastos de importación|Gastos de importación|Gastos de importación|6030730000000000000|D|0|X|X
2|603.74|1|G|G|PATENTE:1:0:0:0:100|Patentes y marcas|Patentes y marcas|Patentes y marcas|6030740000000000000|D|0|X|X
2|603.75|1|G|G|UNIFORME:1:0:0:0:100|Uniformes|Uniformes|Uniformes|6030750000000000000|D|0|X|X
2|603.76|1|G|G|PREDIAL:1:0:0:0:100|Prediales|Prediales|Prediales|6030760000000000000|D|0|X|X
2|603.77|1|G|G|URBANIZACION:1:0:0:0:100|Gastos de urbanización|Gastos de urbanización|Gastos de administración de urbanización|6030770000000000000|D|0|X|X
2|603.78|1|G|G|CONSTRUCCION:1:0:0:0:100|Gastos de construcción|Gastos de construcción|Gastos de administración de construcción|6030780000000000000|D|0|X|X
2|603.79|1|G|G|FLETE-EXT:1:0:0:0:100|Fletes del extranjero|Fletes del extranjero|Fletes del extranjero|6030790000000000000|D|0|X|X
2|603.8|1|G|G|BIEN-AGROPECUARIO:1:0:0:0:100|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|Recolección de bienes del sector agropecuario y/o ganadero|6030800000000000000|D|0|X|X
2|603.81|1|G|G|X|X|Gastos no deducibles (sin requisitos fiscales)|Gastos no deducibles (sin requisitos fiscales)|6030810000000000000|D|0|X|X
2|603.82|1|G|G|COMIDA:1:0:0:0:8.5;G-OTRO:1:0:0:0:100|Comida de trabajo;Otro gasto|Otros gastos|Otros gastos de administración|6030820000000000000|D|0|X|X
1|604|1|P|G|X|Gastos de fabricación|Gastos de fabricación|Gastos de fabricación|6040000000000000000|D|1|X|X
2|604.01|1|N|P|X|Sueldos y salarios|Sueldos y salarios|Sueldos y salarios|6040010000000000000|D|0|X|X
2|604.02|1|N|P|X|Compensaciones|Compensaciones|Compensaciones|6040020000000000000|D|0|X|X
2|604.03|1|N|P|X|Tiempos extras|Tiempos extras|Tiempos extras|6040030000000000000|D|0|X|X
2|604.04|1|N|P|X|Premios de asistencia|Premios de asistencia|Premios de asistencia|6040040000000000000|D|0|X|X
2|604.05|1|N|P|X|Premios de puntualidad|Premios de puntualidad|Premios de puntualidad|6040050000000000000|D|0|X|X
2|604.06|1|N|P|X|Vacaciones|Vacaciones|Vacaciones|6040060000000000000|D|0|X|X
2|604.07|1|N|P|X|Prima vacacional|Prima vacacional|Prima vacacional|6040070000000000000|D|0|X|X
2|604.08|1|N|P|X|Prima dominical|Prima dominical|Prima dominical|6040080000000000000|D|0|X|X
2|604.09|1|N|P|X|Días festivos|Días festivos|Días festivos|6040090000000000000|D|0|X|X
2|604.1|1|N|P|X|Gratificaciones|Gratificaciones|Gratificaciones|6040100000000000000|D|0|X|X
2|604.11|1|N|P|X|Primas de antigüedad|Primas de antigüedad|Primas de antigüedad|6040110000000000000|D|0|X|X
2|604.12|1|N|P|X|Aguinaldo|Aguinaldo|Aguinaldo|6040120000000000000|D|0|X|X
2|604.13|1|N|P|X|Indemnizaciones|Indemnizaciones|Indemnizaciones|6040130000000000000|D|0|X|X
2|604.14|1|N|P|X|Destajo|Destajo|Destajo|6040140000000000000|D|0|X|X
2|604.15|1|N|P|X|Despensa|Despensa|Despensa|6040150000000000000|D|0|X|X
2|604.16|1|N|P|X|Transporte|Transporte|Transporte|6040160000000000000|D|0|X|X
2|604.17|1|N|P|X|Servicio médico|Servicio médico|Servicio médico|6040170000000000000|D|0|X|X
2|604.18|1|N|P|X|Ayuda en gastos funerarios|Ayuda en gastos funerarios|Ayuda en gastos funerarios|6040180000000000000|D|0|X|X
2|604.19|1|N|P|X|Fondo de ahorro|Fondo de ahorro|Fondo de ahorro|6040190000000000000|D|0|X|X
2|604.2|1|N|P|X|Cuotas sindicales|Cuotas sindicales|Cuotas sindicales|6040200000000000000|D|0|X|X
2|604.21|1|N|P|X|PTU|PTU|PTU|6040210000000000000|D|0|X|X
2|604.22|1|N|P|X|Estímulo al personal|Estímulo al personal|Estímulo al personal|6040220000000000000|D|0|X|X
2|604.23|1|N|P|X|Previsión social|Previsión social|Previsión social|6040230000000000000|D|0|X|X
2|604.24|1|N|P|X|Aportaciones para el plan de jubilación|Aportaciones para el plan de jubilación|Aportaciones para el plan de jubilación|6040240000000000000|D|0|X|X
2|604.25|1|N|P|X|Otras prestaciones al personal|Otras prestaciones al personal|Otras prestaciones al personal|6040250000000000000|D|0|X|X
2|604.26|1|N|P|X|Cuotas al IMSS|Cuotas al IMSS|Cuotas al IMSS|6040260000000000000|D|0|X|X
2|604.27|1|N|P|X|Aportaciones al infonavit|Aportaciones al infonavit|Aportaciones al infonavit|6040270000000000000|D|0|X|X
2|604.28|1|N|P|X|Aportaciones al SAR|Aportaciones al SAR|Aportaciones al SAR|6040280000000000000|D|0|X|X
2|604.29|1|N|P|X|Impuesto estatal sobre nóminas|Impuesto estatal sobre nóminas|Impuesto estatal sobre nóminas|6040290000000000000|D|0|X|X
2|604.3|1|N|P|X|Otras aportaciones|Otras aportaciones|Otras aportaciones|6040300000000000000|D|0|X|X
2|604.31|1|N|P|X|Asimilados a salarios|Asimilados a salarios|Asimilados a salarios|6040310000000000000|D|0|X|X
2|604.32|1|P|G|SERV-ADMIN:1:0:0:0:100|Servicios administrativos|Servicios administrativos|Servicios administrativos|6040320000000000000|D|0|X|X
2|604.33|1|P|G|X|X|Servicios administrativos partes relacionadas|Servicios administrativos partes relacionadas|6040330000000000000|D|0|X|X
2|604.34|1|P|G|HONORARIO-PF:1:0:10.666667:10:100|Honorarios a personas físicas|Honorarios a personas físicas|Honorarios a personas físicas residentes nacionales|6040340000000000000|D|0|X|X
2|604.35|0|P|G|X|X|Honorarios a personas físicas residentes nacionales partes relacionadas|Honorarios a personas físicas residentes nacionales partes relacionadas|6040350000000000000|D|0|X|X
2|604.36|0|P|G|X|X|Honorarios a personas físicas residentes del extranjero|Honorarios a personas físicas residentes del extranjero|6040360000000000000|D|0|X|X
2|604.37|0|P|G|X|X|Honorarios a personas físicas residentes del extranjero partes relacionadas|Honorarios a personas físicas residentes del extranjero partes relacionadas|6040370000000000000|D|0|X|X
2|604.38|1|P|G|HONORARIO-PM:1:0:10.666667:10:100|Honorarios a personas morales|Honorarios a personas morales|Honorarios a personas morales residentes nacionales|6040380000000000000|D|0|X|X
2|604.39|0|P|G|X|X|Honorarios a personas morales residentes nacionales partes relacionadas|Honorarios a personas morales residentes nacionales partes relacionadas|6040390000000000000|D|0|X|X
2|604.4|0|P|G|X|X|Honorarios a personas morales residentes del extranjero|Honorarios a personas morales residentes del extranjero|6040400000000000000|D|0|X|X
